,Name,Cuisine_Type,Rating,Review_Count
6688,Mo The Veggie Lab,['International'],5.0,2
6689,H10 Madison Terrace,"['International', 'Catalan']",5.0,2
6690,65 Cafe Bcn,['Spanish'],5.0,2
6691,Ana Restaurante,[],4.5,6
6692,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
6693,Bivac,"['Italian', 'Mediterranean']",5.0,3
6694,Cuore,['Mediterranean'],4.0,8
6695,La Bara del Salamanca,"['Mediterranean', 'Spanish']",3.5,46
6696,Fleca Comtal,['Spanish'],3.5,10
6697,Albero Azzurro,['Italian'],4.5,3
6698,Kasato Maru Sushi Bar,"['Sushi', 'Japanese']",4.0,9
6699,makis,"['Sushi', 'Asian']",4.5,78
6700,Sants Vermuts,"['Spanish', 'Mediterranean']",3.5,17
6701,Entre Tapes La Marina,"['Spanish', 'Mediterranean']",4.0,8
6702,Miss Sushi Barceloneta,"['Japanese', 'Sushi']",3.5,20
6703,Cerveceria Las Palmeras,['Dining bars'],5.0,2
6704,La Cuina del Clot,"['Spanish', 'Turkish']",5.0,2
6705,Sushi Yoi,"['Japanese', 'Sushi']",5.0,1
6706,Bar Nino,"['Spanish', 'Bar']",3.5,30
6707,Pisco Punch,"['Bar', 'Pub']",4.0,6
6708,Senyor Fabra,"['Mediterranean', 'Spanish']",3.0,71
6709,Vintena,[],5.0,2
6710,The Gym Bar,"['Mediterranean', 'Spanish']",3.5,22
6711,Restaurant Junca,"['Bar', 'Grill']",5.0,7
6712,Pans & Company,"['Cafe', 'Fast Food']",4.0,6
6713,Bar Canas,[],4.5,3
6714,Frankfurt Donildo,"['Bar', 'Fast Food']",3.5,9
6715,El Fornet De La Lluisa,[],4.5,3
6716,El nou tipi tapa,"['Spanish', 'Cafe']",4.0,9
6717,Veganashi - Sushi Vegano,"['Japanese', 'Asian']",5.0,23
6718,Pizzas Numero 1,"['Pizza', 'Italian']",3.5,13
6719,Bar Galan,['Spanish'],4.0,5
6720,Paparazzi Bar,"['Spanish', 'Mediterranean']",3.5,42
6721,Bar Restaurante H83,"['Japanese', 'Mediterranean']",3.5,29
6722,Alan Tapas Bar,['Spanish'],5.0,2
6723,YUBI Barcelona,"['French', 'Japanese']",4.0,15
6724,100 Montaditos,['$'],3.5,20
6725,SushiTienda,['Japanese'],5.0,2
6726,Gris y Naranja,['International'],5.0,3
6727,Tasca Japonesa Iori,['Japanese'],5.0,2
6728,Vinyes De Lilith,"['Cafe', 'International']",4.0,4
6729,La Cervesera Artesana,"['Bar', 'Pub']",4.0,189
6730,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
6731,Tu Cachapa Com,[],5.0,2
6732,Martina's,['Spanish'],3.5,112
6733,El Pibe,"['American', 'German']",3.5,19
6734,Twins,"['Mediterranean', 'Spanish']",3.5,12
6735,Can Resolis,['Mediterranean'],4.0,14
6736,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
6737,Cal Ninot By Rosi,"['Spanish', 'Catalan']",4.0,7
6738,Restaurante Corleone,"['Italian', 'Spanish']",4.0,5
6739,Tasty Poke Bar,['Hawaiian'],5.0,2
6740,Carlos and Matilda,['$$ - $$$'],3.5,66
6741,Cerveceria Canarias,"['Cafe', 'Fast Food']",3.0,322
6742,Jay's Japanese,['Japanese'],5.0,54
6743,Frank4,"['Fast Food', 'European']",3.0,118
6744,Mika Milan Barceloneta,"['Italian', 'Seafood']",4.0,5
6745,The Burger Maker,['Fast Food'],5.0,2
6746,Le Petit Cafe 217,"['French', 'South American']",4.5,3
6747,Tarea Fina,"['Argentinean', 'South American']",5.0,3
6748,Bella Venezia,['Italian'],5.0,102
6749,La Corrala,"['Bar', 'Pub']",3.5,10
6750,Cafe & Te,"['Cafe', 'Spanish']",3.5,37
6751,La Bodegueta de Sants,['Mediterranean'],5.0,4
6752,Estel de Mar,['$$ - $$$'],4.0,5
6753,Frankfurt Montcada,"['Fast Food', 'Spanish']",3.5,23
6754,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
6755,deWeggie's,"['Italian', 'American']",5.0,3
6756,Taverna El Berganti,"['Spanish', 'Mediterranean']",3.5,24
6757,Bar Ramallo,"['Bar', 'Mediterranean']",4.5,7
6758,Turris Sants,"['Spanish', 'Catalan']",4.5,3
6759,La Parchita Bar,"['Mediterranean', 'Spanish']",4.5,3
6760,Restaurant Junca,"['Bar', 'Grill']",5.0,7
6761,Robador - Raval Food District,"['International', 'Spanish']",4.5,3
6762,Kurz&Gut L'Illa,['European'],3.5,7
6763,Trastero bar,['Spanish'],4.0,5
6764,Mediterrace Garden,"['Mediterranean', 'Healthy']",4.5,3
6765,Mi Casa Bar Y Restaurante,"['Brazilian', 'South American']",4.5,4
6766,makis,"['Sushi', 'Asian']",4.5,78
6767,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
6768,Restaurant Hotel Calabria,['European'],4.0,7
6769,El Celler Del Calpe,"['Spanish', 'Seafood']",4.0,5
6770,Xarcuteria Garciz,['Spanish'],3.5,24
6771,Market Cuina Fresca,['Spanish'],3.5,15
6772,Mama Lina,"['Italian', 'Pizza']",4.0,10
6773,Bella Venezia,['Italian'],5.0,102
6774,Mireya Cafe - Bar - Restaurant,['Spanish'],3.5,13
6775,L'Embruix,['Spanish'],5.0,3
6776,La Parada del Nacional,"['Bar', 'Cafe']",3.5,16
6777,Zaza Cuina i Vi,[],5.0,2
6778,Manolo Bakes,['Cafe'],3.5,9
6779,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
6780,Mas Que Tapas,"['Mediterranean', 'Spanish']",4.5,3
6781,Tribal Cafe,['Spanish'],3.5,14
6782,Frupanet,['Italian'],4.0,7
6783,Maxi & Max,"['Spanish', 'Mediterranean']",3.5,41
6784,Cafe Berlin,"['Bar', 'Cafe']",3.0,79
6785,Bivac,"['Italian', 'Mediterranean']",5.0,3
6786,Nou Patum,[],4.5,4
6787,Mucho Cielo y Mucho Mar,[],5.0,2
6788,Enrich,['Mediterranean'],4.5,4
6789,"Bogart, Teca i Arts",['Mediterranean'],3.5,20
6790,Cafe Tenderete,['Spanish'],4.0,10
6791,Jay's Japanese,['Japanese'],5.0,54
6792,Bar Cazorla,"['Spanish', 'South American']",5.0,2
6793,New Grill Beef,"['International', 'Spanish']",4.5,3
6794,Oliva Negra Barcelona,"['Italian', 'Argentinean']",3.5,10
6795,Bar Restaurante La Familia,"['American', 'Latin']",5.0,2
6796,Chatime Boqueria - Bubble Tea,"['Cafe', 'Asian']",4.5,3
6797,Sushi Yoi,"['Japanese', 'Sushi']",5.0,1
6798,Casa Antonio,"['Spanish', 'Mediterranean']",3.5,10
6799,Nohara Sushi,['Japanese'],4.0,8
6800,La Placeta d'en Manu,"['Mediterranean', 'Catalan']",4.5,3
6801,Gourmet and Gourmand,['Mediterranean'],4.5,5
6802,Restaurante Chongqing Huo Guo,['Chinese'],3.5,11
6803,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
6804,Bella Venezia,['Italian'],5.0,102
6805,Degustacions Padua,"['Mediterranean', 'Spanish']",4.0,13
6806,La Celestina,"['Spanish', 'Argentinean']",4.5,3
6807,Restaurante Japones Oishi,"['Japanese', 'Sushi']",3.5,27
6808,Organic Barcelona,"['Turkish', 'Arabic']",3.5,12
6809,El Tastet de La Mar,['$$ - $$$'],4.0,6
6810,makis,"['Sushi', 'Asian']",4.5,78
6811,La Cuina del Guinardo,['Mediterranean'],4.0,6
6812,Fali's Bar,"['European', 'Mediterranean']",3.5,36
6813,Doga Wine Bar,"['Wine Bar', 'Spanish']",3.5,9
6814,Hotel Roma Reial Lounge,['Mediterranean'],3.5,36
6815,Bar Rala,[],3.5,7
6816,La Cervesera Artesana,"['Bar', 'Pub']",4.0,189
6817,Ramen-ya Ajisen Artesanal,[],4.5,3
6818,Charcuteria Santy,"['Cafe', 'Mediterranean']",4.5,3
6819,Forn Vell,"['Mediterranean', 'Spanish']",4.0,9
6820,Tofu Catalan,"['Japanese', 'Asian']",5.0,2
6821,Iguazu II,[],4.5,3
6822,Bivac,"['Italian', 'Mediterranean']",5.0,3
6823,Cafeteria Cerveceria Ya Ya,"['Mediterranean', 'Spanish']",3.5,15
6824,Brisa Pool Bar & Lounge,[],4.0,8
6825,Faborit Bac de Roda,['Healthy'],3.5,11
6826,Ginza Sushi,"['Chinese', 'Japanese']",3.0,139
6827,Restaurante Green's Aribau,"['Mediterranean', 'Spanish']",3.5,25
6828,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
6829,Cal Campa,"['Spanish', 'Mediterranean']",3.5,21
6830,Heladeria brina,['Fruit parlours'],5.0,2
6831,La Cherry,['$'],5.0,3
6832,Youme Sushi,[],4.5,4
6833,Bar cocteleria Toscano Antico,"['Bar', 'Pub']",4.5,8
6834,YUBI Barcelona,"['French', 'Japanese']",4.0,15
6835,La Terraza Del Pelai,"['Bar', 'Cafe']",5.0,2
6836,Meson Balouta,[],4.5,6
6837,Everest,['$$ - $$$'],4.0,6
6838,The Rookie Bar & Restaurant,['Spanish'],4.0,12
6839,Andreu,"['Spanish', 'Deli']",3.0,59
6840,Restaurant Junca,"['Bar', 'Grill']",5.0,7
6841,Restaurant Junca,"['Bar', 'Grill']",5.0,7
6842,DASO,"['International', 'Mediterranean']",4.0,5
6843,Abrasador Muntaner Restaurant,"['Spanish', 'Mediterranean']",3.5,33
6844,La pizzeta,['Italian'],4.5,3
6845,McDonald's,['Fast Food'],3.5,84
6846,Bra Cafe,"['Spanish', 'Bar']",3.5,15
6847,Jay's Japanese,['Japanese'],5.0,54
6848,Sapor d'Italia,"['Italian', 'Pizza']",3.5,70
6849,"L'Estacio, Espai Gastronomic","['Spanish', 'Mediterranean']",3.5,51
6850,Grup Andilana,[],4.0,12
6851,"La Tagliatella CC SPLAU, Cornella de Llobregat","['Italian', 'Pizza']",3.0,94
6852,Disco Q,['Spanish'],3.5,13
6853,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
6854,Restaurante Hang Zhou,['Chinese'],3.5,10
6855,Bar Cowboy,['Spanish'],5.0,4
6856,4 Latas Poblenou,"['Spanish', 'Catalan']",3.5,10
6857,Shaheendoner Kebab Pizzeria,"['Pizza', 'Spanish']",4.0,6
6858,Restaurnte El Parc,['$'],3.5,7
6859,YUBI Barcelona,"['French', 'Japanese']",4.0,15
6860,Cafe Flaugier,['Cafe'],5.0,2
6861,Entre Brases,"['Spanish', 'Catalan']",5.0,2
6862,Bar Level Tapas,"['Mediterranean', 'Spanish']",3.5,38
6863,Churreria El Buen Gusto,['Cafe'],5.0,2
6864,Red Cafe,[],5.0,4
6865,Bella Venezia,['Italian'],5.0,102
6866,La Braseria 1985,['Spanish'],3.5,18
6867,Moeem,['Spanish'],4.0,6
6868,El Gran Petit,['Mediterranean'],4.5,4
6869,Bar-Restsurante Canoe,['Spanish'],5.0,2
6870,Cafe I Mes,['Spanish'],4.5,4
6871,La Cervesera Artesana,"['Bar', 'Pub']",4.0,189
6872,Amb Tu,[],4.5,3
6873,Boston Pizza,"['Pizza', 'Italian']",4.0,15
6874,King Pinchos,"['Mediterranean', 'Spanish']",3.5,24
6875,L'Arrossat,"['Mediterranean', 'Spanish']",3.5,26
6876,Donvitto's Pizzeria,['Italian'],4.5,3
6877,Sushi Yoi,"['Japanese', 'Sushi']",5.0,1
6878,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
6879,Garum Restaurant,"['Mediterranean', 'Fusion']",4.5,3
6880,La Sastreria Cafe,['Cafe'],5.0,2
6881,Bar Matinada,"['Chinese', 'Japanese']",4.5,4
6882,Arcadio's,"['Spanish', 'Mediterranean']",3.5,40
6883,Frank Burg & Bikes,[],4.0,6
6884,Jay's Japanese,['Japanese'],5.0,54
6885,Barna Rules Bar,"['American', 'Spanish']",4.0,7
6886,Ciudad de Flor,['Chinese'],4.0,15
6887,Celler Rebes,['Wine Bar'],5.0,4
6888,Restaurante El Rincon de Molina,"['Mediterranean', 'Spanish']",4.0,6
6889,El Raco De Sarria,"['Italian', 'Mediterranean']",4.0,4
6890,Sushi Yoi,"['Japanese', 'Sushi']",5.0,1
6891,Asagumo,['Japanese'],5.0,2
6892,Godiva Barcelona,"['Belgian', 'European']",4.5,3
6893,Restaurante Chilli,['Indian'],4.5,2
6894,La Forquilla de Fusta,[],3.5,11
6895,Dim Sum Cantonesas,"['Chinese', 'International']",3.5,70
6896,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
6897,Bar Sant Pau,['Spanish'],4.0,8
6898,Bar Familia Sagrada,"['Spanish', 'Pub']",3.5,31
6899,Da Passeggio,"['Italian', 'Pizza']",4.5,3
6900,Marrades,['French'],4.5,3
6901,BALA Cocteleria,"['Bar', 'Spanish']",3.5,14
6902,Restaurant Junca,"['Bar', 'Grill']",5.0,7
6903,Londres 35,['Spanish'],3.5,32
6904,Sergi-Entrepans,"['Bar', 'Pub']",5.0,2
6905,Debby's Good Veggie Food,"['Cafe', 'Mediterranean']",5.0,2
6906,El Celler Online Scp,[],5.0,4
6907,G Store,"['Mediterranean', 'Spanish']",4.5,6
6908,makis,"['Sushi', 'Asian']",4.5,78
6909,Muticlub,['Wine Bar'],4.5,2
6910,Pure Cuisine - Mataro,"['Chinese', 'Japanese']",4.0,3
6911,Las Muns Les Corts,"['Fast Food', 'International']",5.0,2
6912,Marhaba,[],4.5,3
6913,Bar Agustin,['Spanish'],4.5,4
6914,YUBI Barcelona,"['French', 'Japanese']",4.0,15
6915,Sushi Yoi,"['Japanese', 'Sushi']",5.0,1
6916,Can Navas,['Spanish'],4.0,5
6917,Enrique Tomas JAMON-TAPAS-VINO,"['Spanish', 'Deli']",3.5,13
6918,Restaurante Abba Mia,[],4.5,3
6919,Alhambra,[],4.5,4
6920,Bar L'Enxaneta,"['Bar', 'Pub']",4.5,4
6921,Restaurant Junca,"['Bar', 'Grill']",5.0,7
6922,Del Born,[],4.5,4
6923,Panaria,['Cafe'],5.0,2
6924,INS Escola Hoteleria i Turisme de Barcelona,[],4.5,3
6925,Casa Paco,"['Bar', 'European']",3.5,70
6926,Starbucks Plaza Sant Jaume,[],4.5,2
6927,Bivac,"['Italian', 'Mediterranean']",5.0,3
6928,Carmina,"['Spanish', 'Catalan']",3.5,10
6929,Blitzbar,"['German', 'Fast Food']",5.0,3
6930,Aire de Mar Restaurant,['Mediterranean'],3.5,9
6931,Mato de Pedralbes,['$$ - $$$'],3.0,26
6932,Ferry's,"['Brew Pub', 'Bar']",5.0,4
6933,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
6934,The Beer Bock S.L,['Spanish'],4.5,5
6935,Saboris,['Mediterranean'],4.5,2
6936,Tejada Mar Bistrot Tapas & Oyster Bar,"['Mediterranean', 'Spanish']",3.0,65
6937,Takearte,"['Mexican', 'Street Food']",4.5,2
6938,Raco d'en Pat,"['Spanish', 'Mediterranean']",3.5,19
6939,Bella Venezia,['Italian'],5.0,102
6940,Bee Cakes,"['Brazilian', 'European']",5.0,2
6941,Sushi Dao,"['Chinese', 'Japanese']",4.5,3
6942,Bar Moccia,"['Italian', 'Pizza']",3.5,7
6943,Pizzamarket L’illa,"['Italian', 'Fast Food']",4.5,2
6944,Santagloria Mestre Nicolau,"['Spanish', 'Catalan']",5.0,2
6945,Veganashi - Sushi Vegano,"['Japanese', 'Asian']",5.0,23
6946,Peccato Di Gola,"['Italian', 'Pizza']",3.5,160
6947,Mediterraneo Bar Caffetteria Cucina,"['Italian', 'Cafe']",3.5,14
6948,La Gargola,['Mediterranean'],3.5,30
6949,Lara Grill - Cartagena,"['Latin', 'Spanish']",4.5,2
6950,Bar Prada,"['Mediterranean', 'Spanish']",4.5,5
6951,Jay's Japanese,['Japanese'],5.0,54
6952,La Cervesera Artesana,"['Bar', 'Pub']",4.0,189
6953,Familia Osorio Puro Cafe,[],5.0,2
6954,El Fornet de Can Roma,['$$ - $$$'],4.0,8
6955,Milanesa Barcelona,"['Italian', 'Mediterranean']",5.0,3
6956,Mitsuki,"['Japanese', 'Sushi']",3.0,156
6957,Cuina D'Arrossos I Peix,"['Seafood', 'Mediterranean']",3.5,14
6958,Sushi Yoi,"['Japanese', 'Sushi']",5.0,1
6959,Restaurante Toyako,"['Japanese', 'Asian']",4.5,2
6960,Restaurante Boca a Boca,"['Spanish', 'Bar']",3.5,98
6961,Bar Nito 2,['Spanish'],4.5,7
6962,Restaurante Santiaguino,"['Seafood', 'Spanish']",4.5,3
6963,Restaurante La Coctelera,['Spanish'],3.5,11
6964,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
6965,El Catapan,"['Mediterranean', 'Spanish']",4.0,4
6966,Moii,['Healthy'],5.0,2
6967,Frankfurt Cerveceria El Gotico,"['Spanish', 'Street Food']",4.0,4
6968,Bloomsday bar,"['Bar', 'Pub']",3.5,27
6969,DeVega,['Mediterranean'],4.5,2
6970,makis,"['Sushi', 'Asian']",4.5,78
6971,Bar Cliper,['Mediterranean'],5.0,2
6972,Royal Lounge 73,['Mediterranean'],3.5,12
6973,Enrique Tomas JAMON-TAPAS-VINO,"['Mediterranean', 'Deli']",4.5,3
6974,Rock & Boom,['American'],4.5,2
6975,Beershooter,[],4.0,6
6976,Bella Venezia,['Italian'],5.0,102
6977,Zombie,"['American', 'Brew Pub']",5.0,2
6978,Bar Manel,['$'],4.0,4
6979,Makkoli,[],4.0,4
6980,Luna De Istanbul,['$'],3.5,29
6981,Pure Cuisine - Sagrada Familia,"['Chinese', 'Japanese']",4.5,2
6982,Monster Sushi - Girona 68,"['Japanese', 'Asian']",5.0,12
6983,Iona Taiyaki,"['Japanese', 'Japanese sweets parlour']",5.0,2
6984,La Llar Del Pages,[],5.0,3
6985,Pizzamarket,"['Pizza', 'Fast Food']",4.5,3
6986,Sushi He Vi,"['Japanese', 'Sushi']",4.5,2
6987,Restaurante Pousada Caballito Blanco,['$'],4.0,13
6988,Bivac,"['Italian', 'Mediterranean']",5.0,3
6989,Sushi Yoi,"['Japanese', 'Sushi']",5.0,1
6990,Burger Paradise BCN,"['American', 'European']",4.5,3
6991,Santa Gloria,"['Spanish', 'Contemporary']",3.5,23
6992,El Fornet de les Delicies,"['Cafe', 'Deli']",4.0,7
6993,CNC Restaurant,"['Seafood', 'Mediterranean']",3.0,67
6994,El Olivo,"['Mediterranean', 'Spanish']",4.0,5
6995,makis,"['Sushi', 'Asian']",4.5,78
6996,Essence,[],4.5,4
6997,Symi,['Deli'],4.5,2
6998,Els Angels,['Spanish'],4.0,6
6999,A Prop Del Cel,"['Mediterranean', 'Spanish']",4.0,6
7000,Cal Segudet,['Spanish'],3.5,11
7001,YUBI Barcelona,"['French', 'Japanese']",4.0,15
7002,"La Tagliatella Passeig Sant Joan, Barcelona","['Italian', 'Pizza']",3.5,18
7003,Cerveseria Sant Marti,"['Mexican', 'Spanish']",4.0,12
7004,Marina Cafe,['Spanish'],4.0,7
7005,Restaurante Sancho,['Spanish'],4.0,5
7006,ORIGAMI / ORIMAKI Japanese Restaurant,['$$ - $$$'],4.0,6
7007,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
7008,El Tunel del Port,"['Seafood', 'Mediterranean']",3.0,235
7009,Piccola Italia,"['Pizza', 'Italian']",3.5,32
7010,El Raconet,['$'],3.5,15
7011,Ali doner kebab,"['Pizza', 'Cafe']",4.0,7
7012,Organic Tapas,['Spanish'],4.5,4
7013,Restaurant Junca,"['Bar', 'Grill']",5.0,7
7014,Ramen House,"['Japanese', 'Sushi']",3.5,7
7015,Palacio Pekin,['Chinese'],3.5,11
7016,Rex Cafe,[],4.5,2
7017,Kyoza Takeaway,[],4.5,3
7018,Bar la llesca,"['Cafe', 'Mediterranean']",4.0,5
7019,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
7020,Baixas,"['Cafe', 'Mediterranean']",4.0,8
7021,Luna De Estanbul,"['Fast Food', 'Turkish']",3.5,25
7022,KFC Paralelo,"['Fast Food', 'American']",3.5,30
7023,L'Encis de la Rambla,['Spanish'],3.5,12
7024,Zanzibar,"['Mediterranean', 'Spanish']",3.5,16
7025,Bivac,"['Italian', 'Mediterranean']",5.0,3
7026,La Cervesera Artesana,"['Bar', 'Pub']",4.0,189
7027,Sant Carles 13,"['Italian', 'Mediterranean']",4.0,8
7028,TIO BIGOTES SANTS,['$'],4.5,2
7029,La Camarada,['Dining bars'],5.0,2
7030,Restaurant Doner Kebab,"['Fast Food', 'Turkish']",3.5,14
7031,Dumpling Bar,['Chinese'],4.5,3
7032,Restaurant Junca,"['Bar', 'Grill']",5.0,7
7033,Tucco Real Food Sant Eusebi,"['Italian', 'Mediterranean']",5.0,2
7034,Caffe Illusione,"['Bar', 'Cafe']",4.5,6
7035,Maison Du Gourmet,"['Spanish', 'Mediterranean']",4.0,10
7036,King's Chow,"['Filipino', 'Spanish']",5.0,2
7037,Divina Gloria,['Mediterranean'],3.5,40
7038,Monster Sushi - Girona 68,"['Japanese', 'Asian']",5.0,12
7039,Genki suhshi,"['Japanese', 'Sushi']",3.5,12
7040,Bitte! Wurst - Pau Claris,"['German', 'Bar']",3.5,29
7041,Jardi del Mar,['$$ - $$$'],4.0,7
7042,Chealsea,"['Bar', 'Pub']",3.5,13
7043,Wapa BCN,"['Mediterranean', 'Spanish']",3.0,32
7044,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
7045,Las 4 Efes,"['Mediterranean', 'Spanish']",4.5,6
7046,Modhur Canteen Indian Restaurant,['Asian'],5.0,2
7047,Espiga Craft Beer Shop,"['Brew Pub', 'Pub']",4.5,2
7048,Cafe Bar El Penon,[],4.5,3
7049,Starbucks Room Mate Anna,['Cafe'],5.0,2
7050,Bella Venezia,['Italian'],5.0,102
7051,Restaurant Tasca i Vins,"['Mediterranean', 'European']",3.0,323
7052,Barcentral,['Spanish'],3.5,20
7053,El Raco,['Pizza'],4.0,6
7054,Mediterraneo Restaurant,[],4.5,4
7055,TRAFICANTES DE HARINA S.L,[],4.0,3
7056,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
7057,Goiko - Calvet 14,['American'],3.0,118
7058,Dana Damasquina 1,"['Lebanese', 'Mediterranean']",4.0,8
7059,Grifo Dorado,[],4.5,3
7060,El Nostre Pa,['Cafe'],3.5,37
7061,Picarn,"['Fast Food', 'Turkish']",3.5,20
7062,Bivac,"['Italian', 'Mediterranean']",5.0,3
7063,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
7064,Domo Restaurant & Lounge Bar,['Mediterranean'],3.5,81
7065,Culleres,['Healthy'],4.0,5
7066,Empanada Club - Badal,"['Argentinean', 'South American']",4.0,4
7067,Monk Station,"['Mediterranean', 'Spanish']",4.5,2
7068,The Market (La Rambla),"['Mediterranean', 'Spanish']",3.5,10
7069,makis,"['Sushi', 'Asian']",4.5,78
7070,Raco de les Glories,['$'],3.5,13
7071,El Patio Central,['$$ - $$$'],5.0,2
7072,Pasteleria Tarrago,[],4.5,3
7073,Dinamic Sallent,"['Spanish', 'Catalan']",4.0,3
7074,Pastisseria Mallorquina Formentor,['$$ - $$$'],3.5,15
7075,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
7076,Koyo,"['Japanese', 'Sushi']",3.0,183
7077,Beershooter Francesc Macia,"['Brew Pub', 'Bar']",4.5,3
7078,Bombons i Torrons 1916,['Cafe'],4.5,3
7079,Quechua,"['Latin', 'South American']",4.0,4
7080,Bosabe - Les Corts,"['International', 'Mediterranean']",5.0,2
7081,La Cervesera Artesana,"['Bar', 'Pub']",4.0,189
7082,The Moment - Cocktails & Tapas Bar,"['Spanish', 'Pub']",4.0,4
7083,Bokiva,[],4.5,6
7084,Nostrum,['Fast Food'],4.0,12
7085,Passeig 9,"['Mediterranean', 'European']",3.0,456
7086,R.E.D. Cafe Cultural,"['French', 'German']",5.0,2
7087,Bella Venezia,['Italian'],5.0,102
7088,M&M Gourmet,"['Seafood', 'Mediterranean']",3.5,14
7089,Yoshi Sushi,"['Japanese', 'Sushi']",3.5,34
7090,Circus Peix,"['Mediterranean', 'Spanish']",4.0,3
7091,Frankfurt Rogent,['Spanish'],3.5,21
7092,Restaurante Zhe Yi Jia,"['Chinese', 'Asian']",3.5,13
7093,YUBI Barcelona,"['French', 'Japanese']",4.0,15
7094,Ebano,"['Bar', 'Spanish']",3.5,20
7095,Koyo Sushi,"['Japanese', 'Sushi']",3.5,8
7096,Casa De Pizzas,"['Italian', 'Pizza']",3.5,17
7097,La Barbacoa de Gracia,"['Steakhouse', 'Spanish']",3.5,94
7098,Bar Restaurante El Rincon,"['Bar', 'Spanish']",4.0,7
7099,Veganashi - Sushi Vegano,"['Japanese', 'Asian']",5.0,23
7100,Fan Dim Sum,"['Chinese', 'Asian']",4.5,51
7101,Caffe Fiorino,['$'],3.5,22
7102,Bar La Cova,[],5.0,2
7103,El Mirador del Paseo,['$$ - $$$'],4.0,8
7104,Restaurante Vietnamita Casa De Sam,[],4.5,2
7105,Morrina 1906,"['Seafood', 'Spanish']",4.0,5
7106,Bivac,"['Italian', 'Mediterranean']",5.0,3
7107,Pizzeria Micaela,"['Italian', 'Pizza']",4.5,2
7108,PizzaCorner,"['Italian', 'Pizza']",5.0,2
7109,Restaurante Origen,['Mediterranean'],4.5,3
7110,Divan,"['Mediterranean', 'Spanish']",3.0,35
7111,Sabor Cafe,"['Spanish', 'European']",3.5,54
7112,Sushi Yoi,"['Japanese', 'Sushi']",5.0,1
7113,Santagloria Gala Placidia,"['Cafe', 'Mediterranean']",5.0,2
7114,Lasalavenus,"['Mediterranean', 'Spanish']",4.5,4
7115,Enrique Tomas JAMON-TAPAS-VINO,"['Mediterranean', 'Spanish']",3.5,14
7116,Casa Angel,['Spanish'],4.0,5
7117,Esto es Colombia,"['South American', 'Colombian']",4.0,5
7118,YUBI Barcelona,"['French', 'Japanese']",4.0,15
7119,Sardenya Bar,[],4.0,4
7120,Boston Pizza,"['Pizza', 'Fast Food']",3.5,15
7121,Perdem el Nord,[],5.0,2
7122,Foment Hortenc,['Mediterranean'],4.0,7
7123,Ground Beef,[],4.0,4
7124,Casa Bangla,"['Indian', 'Bangladeshi']",4.5,5
7125,Kargo's Cafe,"['Lebanese', 'Bar']",4.0,7
7126,Piolindo SL.,['Spanish'],3.5,40
7127,Cafe Ethiopia,"['African', 'Fusion']",5.0,2
7128,Bar Riego,[],4.5,2
7129,Xarcuteria Delicatessen Garciz,"['Deli', 'Spanish']",3.5,12
7130,Jay's Japanese,['Japanese'],5.0,54
7131,Naturam,['Healthy'],4.5,3
7132,Pin Pan Pun Barcelona,"['Italian', 'Pizza']",5.0,2
7133,Oxid La Tertulia,"['Mediterranean', 'Spanish']",3.5,48
7134,A110,['Asian'],5.0,2
7135,Soprano Steak House,['Steakhouse'],3.5,6
7136,Malaysian Street Delights,"['Chinese', 'Asian']",5.0,22
7137,makis,"['Sushi', 'Asian']",4.5,78
7138,Grizzly 72 Sports Bar,"['Bar', 'Pub']",3.5,34
7139,La Flor,"['Spanish', 'Mediterranean']",3.5,13
7140,Imperio,['$'],3.5,6
7141,Puertas De Europa,['Mediterranean'],3.5,8
7142,La Focaccia,['$$ - $$$'],4.5,4
7143,Restaurant Junca,"['Bar', 'Grill']",5.0,7
7144,Kenji Sushi Bar,['Sushi'],5.0,2
7145,La Cafeteria,['$'],3.5,22
7146,Bar Paris,['Spanish'],3.5,9
7147,Mian,"['Chinese', 'Asian']",4.5,2
7148,Skuisyto,"['European', 'Spanish']",4.0,3
7149,Monster Sushi - Girona 68,"['Japanese', 'Asian']",5.0,12
7150,La Fussio dels Sentits,"['Mediterranean', 'Spanish']",4.0,9
7151,Espiadimonis Taverna Asiatica,['Asian'],4.5,3
7152,La Rosa del Desierto,"['Moroccan', 'Middle Eastern']",3.5,77
